"REGION","Region","LOCATION","Country","INC","Income","VAR","Variable","TIME","Year","Value","Flag Codes","Flags"
"EUR","Europe","ESP","Spain","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"EUR","Europe","ESP","Spain","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",13,,
"EUR","Europe","ESP","Spain","HIN","High income","RPI_RA_LAW","Law","2019","2019",0,,
"EUR","Europe","ESP","Spain","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"EUR","Europe","ESP","Spain","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",39.1,,
"ALL","All regions","ESP","Spain","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",27.4,,
"ALL","All regions","ESP","Spain","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","ESP","Spain","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",13,,
"ALL","All regions","ESP","Spain","HIN","High income","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","ESP","Spain","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","ESP","Spain","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",39.1,,
"EUR","Europe","SWE","Sweden","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",32,,
"EUR","Europe","SWE","Sweden","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"EUR","Europe","SWE","Sweden","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",28,,
"EUR","Europe","SWE","Sweden","HIN","High income","RPI_RA_LAW","Law","2019","2019",0,,
"EUR","Europe","SWE","Sweden","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"EUR","Europe","SWE","Sweden","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",43.6,,
"ALL","All regions","SWE","Sweden","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",32,,
"ALL","All regions","SWE","Sweden","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","SWE","Sweden","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",28,,
"ALL","All regions","SWE","Sweden","HIN","High income","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","SWE","Sweden","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","SWE","Sweden","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",43.6,,
"EUR","Europe","CHE","Switzerland","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",42.7,,
"EUR","Europe","CHE","Switzerland","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"EUR","Europe","CHE","Switzerland","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",9.8,,
"EUR","Europe","CHE","Switzerland","HIN","High income","RPI_RA_LAW","Law","2019","2019",0,,
"EUR","Europe","CHE","Switzerland","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"EUR","Europe","CHE","Switzerland","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",32.5,,
"ALL","All regions","CHE","Switzerland","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",42.7,,
"ALL","All regions","CHE","Switzerland","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","CHE","Switzerland","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",9.8,,
"ALL","All regions","CHE","Switzerland","HIN","High income","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","CHE","Switzerland","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","CHE","Switzerland","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",32.5,,
"EUR","Europe","GBR","United Kingdom","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",30.6,,
"EUR","Europe","GBR","United Kingdom","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"EUR","Europe","GBR","United Kingdom","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",29,,
"EUR","Europe","GBR","United Kingdom","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.75,,
"EUR","Europe","GBR","United Kingdom","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"EUR","Europe","GBR","United Kingdom","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",32,,
"ALL","All regions","GBR","United Kingdom","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",30.6,,
"ALL","All regions","GBR","United Kingdom","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","GBR","United Kingdom","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",29,,
"ALL","All regions","GBR","United Kingdom","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GBR","United Kingdom","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","GBR","United Kingdom","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",32,,
"AME","Americas","USA","United States","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",24.9,,
"AME","Americas","USA","United States","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"AME","Americas","USA","United States","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",35.6,,
"AME","Americas","USA","United States","HIN","High income","RPI_RA_LAW","Law","2019","2019",0,,
"AME","Americas","USA","United States","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"AME","Americas","USA","United States","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",19.4,,
"ALL","All regions","USA","United States","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",24.9,,
"ALL","All regions","USA","United States","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","USA","United States","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",35.6,,
"ALL","All regions","USA","United States","HIN","High income","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","USA","United States","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","USA","United States","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",19.4,,
"AME","Americas","ATG","Antigua and Barbuda","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"AME","Americas","ATG","Antigua and Barbuda","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.75,,
"AME","Americas","ATG","Antigua and Barbuda","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"AME","Americas","ATG","Antigua and Barbuda","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",11.1,,
"ALL","All regions","ATG","Antigua and Barbuda","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","ATG","Antigua and Barbuda","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ATG","Antigua and Barbuda","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","ATG","Antigua and Barbuda","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",11.1,,
"AME","Americas","ARG","Argentina","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",67.7,,
"AME","Americas","ARG","Argentina","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"AME","Americas","ARG","Argentina","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.5,,
"AME","Americas","ARG","Argentina","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"AME","Americas","ARG","Argentina","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",38.9,,
"ALL","All regions","ARG","Argentina","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",67.7,,
"ALL","All regions","ARG","Argentina","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","ARG","Argentina","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.5,,
"ALL","All regions","ARG","Argentina","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","ARG","Argentina","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",38.9,,
"AME","Americas","BHS","Bahamas","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"AME","Americas","BHS","Bahamas","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.25,,
"AME","Americas","BHS","Bahamas","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"AME","Americas","BHS","Bahamas","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",12.8,,
"ALL","All regions","BHS","Bahamas","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","BHS","Bahamas","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.25,,
"ALL","All regions","BHS","Bahamas","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","BHS","Bahamas","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",12.8,,
"ASI","Asia","BHR","Bahrain","HIN","High income","DF_DV_LAW","Law","2019","2019",1,,
"ASI","Asia","BHR","Bahrain","HIN","High income","RPI_RA_LAW","Law","2019","2019",0,,
"ASI","Asia","BHR","Bahrain","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ASI","Asia","BHR","Bahrain","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",7.5,,
"ALL","All regions","BHR","Bahrain","HIN","High income","DF_DV_LAW","Law","2019","2019",1,,
"ALL","All regions","BHR","Bahrain","HIN","High income","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","BHR","Bahrain","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","BHR","Bahrain","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",7.5,,
"AME","Americas","BRB","Barbados","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"AME","Americas","BRB","Barbados","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.25,,
"AME","Americas","BRB","Barbados","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"AME","Americas","BRB","Barbados","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",16.7,,
"ALL","All regions","BRB","Barbados","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","BRB","Barbados","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.25,,
"ALL","All regions","BRB","Barbados","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0.25,,
"ALL","All regions","BRB","Barbados","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",16.7,,
"ASI","Asia","BRN","Brunei Darussalam","HIN","High income","DF_DV_LAW","Law","2019","2019",1,,
"ASI","Asia","BRN","Brunei Darussalam","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ASI","Asia","BRN","Brunei Darussalam","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ASI","Asia","BRN","Brunei Darussalam","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",9.1,,
"ALL","All regions","BRN","Brunei Darussalam","HIN","High income","DF_DV_LAW","Law","2019","2019",1,,
"ALL","All regions","BRN","Brunei Darussalam","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","BRN","Brunei Darussalam","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","BRN","Brunei Darussalam","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",9.1,,
"AME","Americas","CHL","Chile","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",36,,
"AME","Americas","CHL","Chile","HIN","High income","DF_DV_LAW","Law","2019","2019",0.25,,
"AME","Americas","CHL","Chile","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",6.7,,
"AME","Americas","CHL","Chile","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.5,,
"AME","Americas","CHL","Chile","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"AME","Americas","CHL","Chile","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",22.6,,
"ALL","All regions","CHL","Chile","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",36,,
"ALL","All regions","CHL","Chile","HIN","High income","DF_DV_LAW","Law","2019","2019",0.25,,
"ALL","All regions","CHL","Chile","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",6.7,,
"ALL","All regions","CHL","Chile","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.5,,
"ALL","All regions","CHL","Chile","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","CHL","Chile","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",22.6,,
"EUR","Europe","HRV","Croatia","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",34.4,,
"EUR","Europe","HRV","Croatia","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"EUR","Europe","HRV","Croatia","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",13,,
"EUR","Europe","HRV","Croatia","HIN","High income","RPI_RA_LAW","Law","2019","2019",0,,
"EUR","Europe","HRV","Croatia","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"EUR","Europe","HRV","Croatia","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",18.5,,
"ALL","All regions","HRV","Croatia","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",34.4,,
"ALL","All regions","HRV","Croatia","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","HRV","Croatia","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",13,,
"ALL","All regions","HRV","Croatia","HIN","High income","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","HRV","Croatia","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","HRV","Croatia","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",18.5,,
"ASI","Asia","CYP","Cyprus","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",37.9,,
"ASI","Asia","CYP","Cyprus","HIN","High income","DF_DV_LAW","Law","2019","2019",0.5,,
"ASI","Asia","CYP","Cyprus","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",15,,
"ASI","Asia","CYP","Cyprus","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.25,,
"ASI","Asia","CYP","Cyprus","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ASI","Asia","CYP","Cyprus","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",17.9,,
"ALL","All regions","CYP","Cyprus","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",37.9,,
"ALL","All regions","CYP","Cyprus","HIN","High income","DF_DV_LAW","Law","2019","2019",0.5,,
"ALL","All regions","CYP","Cyprus","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",15,,
"ALL","All regions","CYP","Cyprus","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.25,,
"ALL","All regions","CYP","Cyprus","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","CYP","Cyprus","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",17.9,,
"EUR","Europe","EST","Estonia","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",23.9,,
"EUR","Europe","EST","Estonia","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"EUR","Europe","EST","Estonia","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",20,,
"EUR","Europe","EST","Estonia","HIN","High income","RPI_RA_LAW","Law","2019","2019",0,,
"EUR","Europe","EST","Estonia","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"EUR","Europe","EST","Estonia","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",26.7,,
"ALL","All regions","EST","Estonia","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",23.9,,
"ALL","All regions","EST","Estonia","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","EST","Estonia","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",20,,
"ALL","All regions","EST","Estonia","HIN","High income","RPI_RA_LAW","Law","2019","2019",0,,
"ALL","All regions","EST","Estonia","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","EST","Estonia","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",26.7,,
"ASI","Asia","HKG","Hong Kong, China","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",65.3,,
"ASI","Asia","HKG","Hong Kong, China","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"ASI","Asia","HKG","Hong Kong, China","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",9.4,,
"ASI","Asia","HKG","Hong Kong, China","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.25,,
"ASI","Asia","HKG","Hong Kong, China","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ASI","Asia","HKG","Hong Kong, China","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",14.7,,
"ALL","All regions","HKG","Hong Kong, China","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",65.3,,
"ALL","All regions","HKG","Hong Kong, China","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"ALL","All regions","HKG","Hong Kong, China","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",9.4,,
"ALL","All regions","HKG","Hong Kong, China","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.25,,
"ALL","All regions","HKG","Hong Kong, China","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","HKG","Hong Kong, China","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",14.7,,
"ASI","Asia","ISR","Israel","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",47.6,,
"ASI","Asia","ISR","Israel","HIN","High income","DF_DV_LAW","Law","2019","2019",0.75,,
"ASI","Asia","ISR","Israel","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.25,,
"ASI","Asia","ISR","Israel","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ASI","Asia","ISR","Israel","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",27.5,,
"ALL","All regions","ISR","Israel","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",47.6,,
"ALL","All regions","ISR","Israel","HIN","High income","DF_DV_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ISR","Israel","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.25,,
"ALL","All regions","ISR","Israel","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0,,
"ALL","All regions","ISR","Israel","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",27.5,,
"ASI","Asia","KWT","Kuwait","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",65.2,,
"ASI","Asia","KWT","Kuwait","HIN","High income","DF_DV_LAW","Law","2019","2019",0.75,,
"ASI","Asia","KWT","Kuwait","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ASI","Asia","KWT","Kuwait","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0.5,,
"ASI","Asia","KWT","Kuwait","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",3.1,,
"ALL","All regions","KWT","Kuwait","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",65.2,,
"ALL","All regions","KWT","Kuwait","HIN","High income","DF_DV_LAW","Law","2019","2019",0.75,,
"ALL","All regions","KWT","Kuwait","HIN","High income","RPI_RA_LAW","Law","2019","2019",0.75,,
"ALL","All regions","KWT","Kuwait","HIN","High income","RAPFR_SAFS_LAW","Law","2019","2019",0.5,,
"ALL","All regions","KWT","Kuwait","HIN","High income","RCL_PV_PRACT","Practice","2019","2019",3.1,,
"EUR","Europe","LVA","Latvia","HIN","High income","DF_HR_ATT","Attitudes","2019","2019",59.3,,
"EUR","Europe","LVA","Latvia","HIN","High income","DF_DV_LAW","Law","2019","2019",0,,
"EUR","Europe","LVA","Latvia","HIN","High income","RPI_VAW_PRACT","Practice","2019","2019",32,,
"EUR","Europe","LVA","Latvia","HIN","High income","RPI_RA_LAW","Law","2019","2019",0,,
